payment_id,transaction_id,payment_method,amount_paid
13341,13341,Kartica,22.6
13342,13342,Kartica,180.95
13343,13343,Kartica,42.5
13344,13344,Gotovina,116.91
13345,13345,Kartica,47.3
13346,13346,Gotovina,19.6
13347,13347,Kartica,21.8
13348,13348,Gotovina,44.4
13349,13349,Gotovina,68.8
13350,13350,Kartica,25.7
13351,13351,Gotovina,2.0
13352,13352,Gotovina,44.47
13353,13353,Gotovina,13.5
13354,13354,Kartica,79.47
13355,13355,Gotovina,43.8
13356,13356,Kartica,12.9
13357,13357,Gotovina,8.6
13358,13358,Gotovina,34.2
13359,13359,Kartica,11.0
13360,13360,Gotovina,33.2
13361,13361,Gotovina,12.5
13362,13362,Kartica,9.0
13363,13363,Kartica,278.25
13364,13364,Gotovina,9.4
13365,13365,Kartica,60.2
13366,13366,Gotovina,99.96
13367,13367,Kartica,77.18
13368,13368,Kartica,91.28
13369,13369,Gotovina,3.9
13370,13370,Gotovina,31.6
13371,13371,Gotovina,5.6
13372,13372,Gotovina,0.9
13373,13373,Kartica,5.0
13374,13374,Gotovina,208.74
13375,13375,Gotovina,44.4
13376,13376,Kartica,15.3
13377,13377,Kartica,11.9
13378,13378,Kartica,9.9
13379,13379,Gotovina,220.06
13380,13380,Gotovina,32.9
13381,13381,Gotovina,11.4
13382,13382,Gotovina,48.0
13383,13383,Kartica,20.5
13384,13384,Kartica,45.0
13385,13385,Kartica,7.0
13386,13386,Kartica,29.2
13387,13387,Gotovina,23.7
13388,13388,Gotovina,44.95
13389,13389,Kartica,58.5
13390,13390,Gotovina,13.0
13391,13391,Kartica,4.9
13392,13392,Kartica,12.3
13393,13393,Kartica,194.16
13394,13394,Kartica,64.77
13395,13395,Gotovina,46.3
13396,13396,Gotovina,74.3
13397,13397,Kartica,33.4
13398,13398,Kartica,41.79
13399,13399,Kartica,12.6
13400,13400,Gotovina,39.99
13401,13401,Gotovina,21.5
13402,13402,Kartica,23.7
13403,13403,Kartica,3.6
13404,13404,Kartica,11.9
13405,13405,Gotovina,25.2
13406,13406,Kartica,9.5
13407,13407,Gotovina,7.5
13408,13408,Kartica,79.85
13409,13409,Kartica,25.6
13410,13410,Kartica,44.3
13411,13411,Gotovina,13.0
13412,13412,Gotovina,26.5
13413,13413,Gotovina,45.17
13414,13414,Gotovina,4.2
13415,13415,Gotovina,41.57
13416,13416,Gotovina,85.76
13417,13417,Kartica,27.5
13418,13418,Kartica,3.5
13419,13419,Gotovina,10.5
13420,13420,Gotovina,17.2
13421,13421,Gotovina,19.6
13422,13422,Kartica,30.0
13423,13423,Gotovina,139.56
13424,13424,Gotovina,30.3
13425,13425,Gotovina,27.6
13426,13426,Gotovina,51.98
13427,13427,Kartica,23.3
13428,13428,Gotovina,68.38
13429,13429,Kartica,3.6
13430,13430,Kartica,39.6
13431,13431,Kartica,26.9
13432,13432,Gotovina,45.96
13433,13433,Gotovina,22.3
13434,13434,Gotovina,14.8
13435,13435,Kartica,17.5
13436,13436,Kartica,24.5
13437,13437,Gotovina,11.2
13438,13438,Gotovina,149.95
13439,13439,Kartica,36.5
13440,13440,Kartica,28.0
13441,13441,Gotovina,26.7
13442,13442,Kartica,21.7
13443,13443,Gotovina,16.0
13444,13444,Kartica,43.64
13445,13445,Gotovina,39.78
13446,13446,Gotovina,16.2
13447,13447,Kartica,33.39
13448,13448,Kartica,32.4
13449,13449,Gotovina,47.96
13450,13450,Gotovina,137.01
13451,13451,Kartica,51.7
13452,13452,Kartica,18.49
13453,13453,Gotovina,111.15
13454,13454,Kartica,2.9
13455,13455,Kartica,10.99
13456,13456,Gotovina,41.4
13457,13457,Kartica,4.0
13458,13458,Kartica,17.8
13459,13459,Gotovina,1.5
13460,13460,Gotovina,17.5
13461,13461,Kartica,61.5
13462,13462,Kartica,52.0
13463,13463,Kartica,12.6
13464,13464,Gotovina,84.76
13465,13465,Gotovina,59.4
13466,13466,Kartica,54.45
13467,13467,Gotovina,110.46
13468,13468,Gotovina,2.3
13469,13469,Gotovina,27.0
13470,13470,Kartica,35.4
13471,13471,Kartica,6.5
13472,13472,Kartica,54.49
13473,13473,Kartica,28.3
13474,13474,Kartica,31.69
13475,13475,Kartica,1.8
13476,13476,Gotovina,146.65
13477,13477,Gotovina,52.15
13478,13478,Gotovina,14.0
13479,13479,Kartica,58.57
13480,13480,Gotovina,264.45
13481,13481,Gotovina,3.2
13482,13482,Gotovina,5.5
13483,13483,Gotovina,5.2
13484,13484,Kartica,33.8
13485,13485,Gotovina,22.1
13486,13486,Kartica,5.7
13487,13487,Gotovina,37.47
13488,13488,Kartica,46.2
13489,13489,Kartica,52.89
13490,13490,Kartica,17.48
13491,13491,Gotovina,7.4
13492,13492,Gotovina,29.7
13493,13493,Kartica,37.6
13494,13494,Gotovina,155.26
13495,13495,Kartica,192.95
13496,13496,Gotovina,26.6
13497,13497,Kartica,47.4
13498,13498,Gotovina,6.0
13499,13499,Kartica,28.5
13500,13500,Kartica,86.75
13501,13501,Gotovina,54.68
13502,13502,Kartica,71.69
13503,13503,Gotovina,30.8
13504,13504,Kartica,10.0
13505,13505,Gotovina,67.5
13506,13506,Gotovina,38.0
13507,13507,Kartica,2.8
13508,13508,Gotovina,20.3
13509,13509,Kartica,52.9
13510,13510,Kartica,46.4
13511,13511,Gotovina,24.0
13512,13512,Kartica,21.0
13513,13513,Gotovina,38.26
13514,13514,Kartica,14.0
13515,13515,Kartica,58.6
13516,13516,Kartica,38.7
13517,13517,Kartica,5.8
13518,13518,Kartica,23.8
13519,13519,Kartica,106.61
13520,13520,Gotovina,17.5
13521,13521,Kartica,23.97
13522,13522,Kartica,57.9
13523,13523,Kartica,4.9
13524,13524,Gotovina,8.2
13525,13525,Gotovina,19.98
13526,13526,Gotovina,52.76
13527,13527,Gotovina,6.4
13528,13528,Kartica,68.8
13529,13529,Kartica,19.2
13530,13530,Kartica,29.5
13531,13531,Kartica,60.56
13532,13532,Kartica,37.1
13533,13533,Gotovina,36.48
13534,13534,Kartica,46.56
13535,13535,Gotovina,44.6
13536,13536,Gotovina,51.07
13537,13537,Gotovina,71.47
13538,13538,Kartica,19.2
13539,13539,Gotovina,57.96
13540,13540,Gotovina,14.7
13541,13541,Kartica,20.3
13542,13542,Gotovina,38.0
13543,13543,Kartica,13.8
13544,13544,Kartica,3.0
13545,13545,Gotovina,14.8
13546,13546,Gotovina,5.99
13547,13547,Kartica,10.6
13548,13548,Gotovina,40.5
13549,13549,Gotovina,4.8
13550,13550,Gotovina,17.5
13551,13551,Gotovina,29.3
13552,13552,Kartica,46.78
13553,13553,Kartica,58.85
13554,13554,Gotovina,25.0
13555,13555,Gotovina,5.5
13556,13556,Kartica,28.6
13557,13557,Kartica,35.8
13558,13558,Kartica,15.2
13559,13559,Kartica,69.6
13560,13560,Gotovina,2.3
13561,13561,Kartica,37.0
13562,13562,Kartica,47.3
13563,13563,Gotovina,7.0
13564,13564,Kartica,89.75
13565,13565,Gotovina,15.4
13566,13566,Kartica,42.98
13567,13567,Gotovina,10.0
13568,13568,Gotovina,9.9
13569,13569,Gotovina,83.8
13570,13570,Kartica,128.12
13571,13571,Kartica,44.68
13572,13572,Kartica,119.37
13573,13573,Gotovina,15.0
13574,13574,Kartica,16.8
13575,13575,Gotovina,80.16
13576,13576,Gotovina,9.9
13577,13577,Gotovina,47.8
13578,13578,Kartica,275.95
13579,13579,Gotovina,17.6
13580,13580,Gotovina,143.37
13581,13581,Gotovina,39.6
13582,13582,Gotovina,9.4
13583,13583,Kartica,38.8
13584,13584,Kartica,23.48
13585,13585,Kartica,30.0
13586,13586,Gotovina,9.5
13587,13587,Kartica,5.4
13588,13588,Gotovina,25.6
13589,13589,Gotovina,52.48
13590,13590,Kartica,24.2
13591,13591,Gotovina,91.52
13592,13592,Gotovina,47.7
13593,13593,Gotovina,69.5
13594,13594,Kartica,24.6
13595,13595,Kartica,31.49
13596,13596,Kartica,61.1
13597,13597,Kartica,57.47
13598,13598,Kartica,11.8
13599,13599,Kartica,19.5
13600,13600,Kartica,31.7
13601,13601,Gotovina,3.6
13602,13602,Kartica,44.79
13603,13603,Gotovina,16.2
13604,13604,Gotovina,5.8
13605,13605,Gotovina,21.5
13606,13606,Gotovina,106.95
13607,13607,Kartica,43.46
13608,13608,Kartica,19.7
13609,13609,Gotovina,6.8
13610,13610,Gotovina,10.8
13611,13611,Kartica,2.8
13612,13612,Gotovina,17.29
13613,13613,Gotovina,10.5
13614,13614,Gotovina,12.0
13615,13615,Kartica,278.37
13616,13616,Gotovina,40.5
13617,13617,Kartica,5.5
13618,13618,Kartica,49.15
13619,13619,Gotovina,45.86
13620,13620,Kartica,17.5
13621,13621,Kartica,2.5
13622,13622,Kartica,92.9
13623,13623,Gotovina,62.86
13624,13624,Kartica,15.1
13625,13625,Gotovina,25.5
13626,13626,Kartica,33.1
13627,13627,Gotovina,7.8
13628,13628,Gotovina,57.0
13629,13629,Kartica,16.6
13630,13630,Gotovina,10.5
13631,13631,Gotovina,5.6
13632,13632,Gotovina,91.6
13633,13633,Gotovina,56.48
13634,13634,Gotovina,29.95
13635,13635,Gotovina,156.93
13636,13636,Gotovina,38.38
13637,13637,Gotovina,97.48
13638,13638,Gotovina,18.0
13639,13639,Gotovina,17.5
13640,13640,Kartica,14.0
13641,13641,Kartica,29.7
13642,13642,Gotovina,48.66
13643,13643,Gotovina,274.35
13644,13644,Gotovina,21.1
13645,13645,Gotovina,39.6
13646,13646,Kartica,23.3
13647,13647,Gotovina,196.81
13648,13648,Gotovina,2.6
13649,13649,Kartica,123.96
13650,13650,Gotovina,96.58
13651,13651,Kartica,25.0
13652,13652,Kartica,21.5
13653,13653,Gotovina,40.7
13654,13654,Gotovina,12.5
13655,13655,Kartica,54.68
13656,13656,Kartica,76.9
13657,13657,Gotovina,38.1
13658,13658,Gotovina,47.7
13659,13659,Kartica,19.99
13660,13660,Gotovina,1.7
13661,13661,Kartica,163.96
13662,13662,Gotovina,16.5
13663,13663,Kartica,60.47
13664,13664,Gotovina,4.5
13665,13665,Gotovina,72.05
13666,13666,Kartica,19.5
13667,13667,Gotovina,28.3
13668,13668,Kartica,15.1
13669,13669,Kartica,11.99
13670,13670,Kartica,14.2
13671,13671,Kartica,60.59
13672,13672,Kartica,30.3
13673,13673,Kartica,7.8
13674,13674,Kartica,111.11
13675,13675,Kartica,9.8
13676,13676,Kartica,11.6
13677,13677,Gotovina,57.2
13678,13678,Gotovina,38.3
13679,13679,Gotovina,15.6
13680,13680,Gotovina,16.99
13681,13681,Kartica,42.0
13682,13682,Kartica,67.69
13683,13683,Gotovina,24.4
13684,13684,Kartica,99.07
13685,13685,Gotovina,38.0
13686,13686,Gotovina,19.5
13687,13687,Kartica,63.6
13688,13688,Kartica,114.05
13689,13689,Kartica,2.8
13690,13690,Kartica,36.8
13691,13691,Kartica,24.9
13692,13692,Kartica,107.91
13693,13693,Gotovina,25.0
13694,13694,Kartica,8.4
13695,13695,Kartica,126.77
13696,13696,Gotovina,4.8
13697,13697,Gotovina,120.25
13698,13698,Gotovina,9.99
13699,13699,Kartica,48.5
13700,13700,Gotovina,92.87
13701,13701,Kartica,63.3
13702,13702,Gotovina,88.35
13703,13703,Kartica,19.6
13704,13704,Kartica,6.5
13705,13705,Gotovina,42.18
13706,13706,Gotovina,12.5
13707,13707,Gotovina,88.47
13708,13708,Kartica,28.8
13709,13709,Gotovina,28.89
13710,13710,Kartica,68.9
13711,13711,Gotovina,83.45
13712,13712,Kartica,92.05
13713,13713,Gotovina,30.7
13714,13714,Kartica,44.5
13715,13715,Gotovina,36.2
13716,13716,Kartica,30.8
13717,13717,Kartica,58.48
13718,13718,Kartica,113.31
13719,13719,Gotovina,2.2
13720,13720,Kartica,39.18
13721,13721,Gotovina,71.5
13722,13722,Kartica,108.35
13723,13723,Kartica,19.98
13724,13724,Kartica,9.4
13725,13725,Kartica,2.5
13726,13726,Kartica,65.0
13727,13727,Gotovina,60.99
13728,13728,Gotovina,3.5
13729,13729,Gotovina,34.1
13730,13730,Kartica,47.0
13731,13731,Gotovina,17.5
13732,13732,Kartica,40.5
13733,13733,Kartica,12.0
13734,13734,Kartica,66.3
13735,13735,Kartica,52.46
13736,13736,Gotovina,24.4
13737,13737,Gotovina,70.57
13738,13738,Kartica,37.0
13739,13739,Kartica,12.0
13740,13740,Gotovina,7.5
13741,13741,Gotovina,56.69
13742,13742,Kartica,32.7
13743,13743,Gotovina,15.4
13744,13744,Kartica,16.7
13745,13745,Kartica,8.5
13746,13746,Gotovina,22.6
13747,13747,Kartica,195.16
13748,13748,Kartica,36.9
13749,13749,Kartica,128.08
13750,13750,Gotovina,4.4
13751,13751,Gotovina,44.0
13752,13752,Gotovina,17.6
13753,13753,Gotovina,10.0
13754,13754,Kartica,20.39
13755,13755,Gotovina,25.58
13756,13756,Gotovina,53.76
13757,13757,Gotovina,23.59
13758,13758,Kartica,28.1
13759,13759,Gotovina,90.79
13760,13760,Gotovina,122.95
13761,13761,Kartica,30.8
13762,13762,Gotovina,84.15
13763,13763,Gotovina,2.1
13764,13764,Kartica,14.7
13765,13765,Kartica,29.1
13766,13766,Kartica,47.47
13767,13767,Kartica,21.6
13768,13768,Gotovina,21.5
13769,13769,Kartica,19.0
13770,13770,Kartica,18.5
13771,13771,Kartica,10.2
13772,13772,Kartica,6.0
13773,13773,Gotovina,26.59
13774,13774,Kartica,28.3
13775,13775,Gotovina,17.0
13776,13776,Kartica,26.0
13777,13777,Gotovina,232.94
13778,13778,Kartica,12.8
13779,13779,Gotovina,131.56
13780,13780,Kartica,38.2
13781,13781,Kartica,17.98
13782,13782,Gotovina,7.6
13783,13783,Gotovina,27.48
13784,13784,Gotovina,32.9
13785,13785,Gotovina,24.0
13786,13786,Gotovina,4.5
13787,13787,Gotovina,55.26
13788,13788,Kartica,21.1
13789,13789,Gotovina,21.3
13790,13790,Gotovina,4.5
13791,13791,Gotovina,54.7
13792,13792,Kartica,88.35
13793,13793,Kartica,54.7
13794,13794,Gotovina,43.3
13795,13795,Kartica,64.7
13796,13796,Kartica,80.1
13797,13797,Kartica,68.8
13798,13798,Gotovina,14.5
13799,13799,Kartica,43.9
13800,13800,Kartica,37.29
13801,13801,Gotovina,135.35
13802,13802,Gotovina,30.1
13803,13803,Gotovina,16.8
13804,13804,Kartica,90.07
13805,13805,Kartica,5.4
13806,13806,Gotovina,8.7
13807,13807,Gotovina,17.7
13808,13808,Kartica,6.9
13809,13809,Gotovina,60.86
13810,13810,Gotovina,45.5
13811,13811,Kartica,8.4
13812,13812,Kartica,49.36
13813,13813,Kartica,93.96
13814,13814,Kartica,17.1
13815,13815,Gotovina,122.46
13816,13816,Kartica,24.0
13817,13817,Kartica,41.2
13818,13818,Gotovina,27.5
13819,13819,Gotovina,12.9
13820,13820,Kartica,24.3
13821,13821,Gotovina,17.3
13822,13822,Kartica,17.9
13823,13823,Gotovina,48.48
13824,13824,Kartica,14.8
13825,13825,Gotovina,33.3
13826,13826,Kartica,25.9
13827,13827,Gotovina,15.5
13828,13828,Kartica,46.76
13829,13829,Kartica,41.35
13830,13830,Kartica,23.2
13831,13831,Gotovina,62.1
13832,13832,Kartica,37.8
13833,13833,Kartica,5.4
13834,13834,Gotovina,54.5
13835,13835,Gotovina,54.1
13836,13836,Kartica,55.16
13837,13837,Kartica,59.3
13838,13838,Kartica,22.0
13839,13839,Kartica,18.0
13840,13840,Kartica,6.1
13841,13841,Gotovina,104.5
13842,13842,Gotovina,19.2
13843,13843,Gotovina,12.5
13844,13844,Gotovina,187.25
13845,13845,Gotovina,21.2
13846,13846,Gotovina,20.09
13847,13847,Gotovina,23.2
13848,13848,Kartica,93.07
13849,13849,Gotovina,338.65
13850,13850,Kartica,4.4
13851,13851,Kartica,55.49
13852,13852,Kartica,20.9
13853,13853,Kartica,61.98
13854,13854,Kartica,39.3
13855,13855,Gotovina,9.2
13856,13856,Gotovina,89.99
13857,13857,Kartica,85.1
13858,13858,Gotovina,135.29
13859,13859,Kartica,40.9
13860,13860,Kartica,1.5
13861,13861,Kartica,14.6
13862,13862,Kartica,36.09
13863,13863,Gotovina,63.95
13864,13864,Kartica,30.7
13865,13865,Kartica,22.5
13866,13866,Gotovina,63.3
13867,13867,Kartica,119.25
13868,13868,Kartica,23.49
13869,13869,Kartica,266.26
13870,13870,Gotovina,82.59
13871,13871,Gotovina,15.6
13872,13872,Gotovina,19.2
13873,13873,Gotovina,179.92
13874,13874,Gotovina,34.6
13875,13875,Gotovina,67.9
13876,13876,Gotovina,2.4
13877,13877,Kartica,81.69
13878,13878,Kartica,333.77
13879,13879,Gotovina,67.77
13880,13880,Gotovina,4.8
13881,13881,Gotovina,58.0
13882,13882,Gotovina,49.6
13883,13883,Gotovina,34.98
13884,13884,Kartica,12.0
13885,13885,Kartica,52.55
13886,13886,Gotovina,43.0
13887,13887,Gotovina,6.0
13888,13888,Gotovina,3.6
13889,13889,Kartica,51.95
13890,13890,Gotovina,7.0
13891,13891,Gotovina,41.3
13892,13892,Kartica,19.0
13893,13893,Gotovina,50.04
13894,13894,Gotovina,62.97
13895,13895,Kartica,59.96
13896,13896,Kartica,23.69
13897,13897,Gotovina,159.96
13898,13898,Kartica,44.5
13899,13899,Kartica,37.7
13900,13900,Gotovina,183.96
13901,13901,Kartica,15.1
13902,13902,Kartica,72.64
13903,13903,Kartica,14.6
13904,13904,Gotovina,59.3
13905,13905,Gotovina,52.4
13906,13906,Gotovina,75.87
13907,13907,Kartica,28.5
13908,13908,Gotovina,9.3
13909,13909,Gotovina,24.9
13910,13910,Kartica,29.98
13911,13911,Kartica,1.8
13912,13912,Gotovina,11.0
13913,13913,Gotovina,61.2
13914,13914,Gotovina,55.3
13915,13915,Kartica,26.48
13916,13916,Kartica,20.0
13917,13917,Gotovina,39.5
13918,13918,Kartica,36.49
13919,13919,Gotovina,38.2
13920,13920,Kartica,12.4
13921,13921,Gotovina,54.9
13922,13922,Gotovina,45.8
13923,13923,Gotovina,116.17
13924,13924,Kartica,14.6
13925,13925,Gotovina,51.5
13926,13926,Kartica,89.65
13927,13927,Kartica,78.96
13928,13928,Kartica,19.2
13929,13929,Kartica,107.05
13930,13930,Gotovina,2.1
13931,13931,Gotovina,100.38
13932,13932,Gotovina,57.7
13933,13933,Gotovina,134.66
13934,13934,Gotovina,7.5
13935,13935,Kartica,117.35
13936,13936,Gotovina,111.3
13937,13937,Kartica,21.7
13938,13938,Kartica,16.9
13939,13939,Kartica,36.0
13940,13940,Kartica,6.9
13941,13941,Gotovina,12.5
13942,13942,Kartica,59.7
13943,13943,Gotovina,57.5
13944,13944,Gotovina,101.76
13945,13945,Kartica,26.0
13946,13946,Kartica,12.0
13947,13947,Kartica,122.41
13948,13948,Gotovina,73.47
13949,13949,Kartica,8.99
13950,13950,Kartica,24.69
13951,13951,Gotovina,6.0
13952,13952,Gotovina,21.3
13953,13953,Gotovina,2.7
13954,13954,Kartica,22.3
13955,13955,Kartica,70.88
13956,13956,Gotovina,10.0
13957,13957,Gotovina,119.97
13958,13958,Kartica,2.5
13959,13959,Gotovina,59.55
13960,13960,Kartica,13.5
13961,13961,Gotovina,254.75
13962,13962,Gotovina,10.6
13963,13963,Gotovina,178.77
13964,13964,Kartica,36.3
13965,13965,Gotovina,9.8
13966,13966,Gotovina,58.5
13967,13967,Gotovina,35.4
13968,13968,Gotovina,4.0
13969,13969,Gotovina,34.9
13970,13970,Gotovina,69.15
13971,13971,Kartica,206.35
13972,13972,Kartica,89.66
13973,13973,Gotovina,17.6
13974,13974,Kartica,18.2
13975,13975,Gotovina,12.5
13976,13976,Gotovina,67.17
13977,13977,Gotovina,16.5
13978,13978,Kartica,40.96
13979,13979,Gotovina,41.6
13980,13980,Gotovina,71.36
13981,13981,Gotovina,68.57
13982,13982,Kartica,46.95
13983,13983,Gotovina,34.3
13984,13984,Gotovina,39.98
13985,13985,Kartica,48.9
13986,13986,Kartica,191.56
13987,13987,Gotovina,47.55
13988,13988,Kartica,18.3
13989,13989,Kartica,69.96
13990,13990,Kartica,14.99
13991,13991,Gotovina,25.7
13992,13992,Kartica,63.1
13993,13993,Gotovina,34.39
13994,13994,Gotovina,59.97
13995,13995,Kartica,22.7
13996,13996,Kartica,41.6
13997,13997,Gotovina,29.6
13998,13998,Gotovina,73.8
13999,13999,Kartica,21.0
14000,14000,Kartica,73.7
14001,14001,Kartica,205.35
14002,14002,Gotovina,20.0
14003,14003,Gotovina,35.37
14004,14004,Gotovina,26.2
14005,14005,Kartica,67.1
14006,14006,Gotovina,40.69
14007,14007,Kartica,25.1
14008,14008,Gotovina,30.98
14009,14009,Gotovina,16.0
14010,14010,Gotovina,56.17
14011,14011,Gotovina,84.46
14012,14012,Kartica,34.8
14013,14013,Kartica,8.99
14014,14014,Gotovina,21.9
14015,14015,Kartica,24.1
14016,14016,Kartica,49.3
14017,14017,Gotovina,47.97
14018,14018,Gotovina,15.6
14019,14019,Kartica,15.8
14020,14020,Kartica,147.76
14021,14021,Gotovina,30.3
14022,14022,Gotovina,46.9
14023,14023,Kartica,72.0
14024,14024,Gotovina,115.16
14025,14025,Kartica,47.59
14026,14026,Kartica,39.3
14027,14027,Gotovina,38.0
14028,14028,Kartica,24.5
14029,14029,Gotovina,24.0
14030,14030,Gotovina,14.7
14031,14031,Gotovina,10.6
14032,14032,Gotovina,31.3
14033,14033,Gotovina,85.46
14034,14034,Gotovina,99.98
14035,14035,Gotovina,7.2
14036,14036,Kartica,25.69
14037,14037,Kartica,63.6
14038,14038,Gotovina,67.49
14039,14039,Gotovina,15.6
14040,14040,Gotovina,27.3
14041,14041,Gotovina,98.95
14042,14042,Kartica,141.91
14043,14043,Kartica,5.7
14044,14044,Gotovina,16.8
14045,14045,Gotovina,204.86
14046,14046,Kartica,65.24
14047,14047,Kartica,25.0
14048,14048,Gotovina,17.7
14049,14049,Kartica,57.59
14050,14050,Kartica,31.5
14051,14051,Gotovina,131.75
14052,14052,Gotovina,64.38
14053,14053,Kartica,2.8
14054,14054,Gotovina,43.5
14055,14055,Gotovina,14.7
14056,14056,Gotovina,46.0
14057,14057,Kartica,41.2
14058,14058,Gotovina,49.9
14059,14059,Gotovina,13.0
14060,14060,Gotovina,55.99
14061,14061,Kartica,34.48
14062,14062,Kartica,30.9
14063,14063,Gotovina,29.3
14064,14064,Gotovina,33.5
14065,14065,Kartica,21.2
14066,14066,Gotovina,54.66
14067,14067,Gotovina,10.0
14068,14068,Gotovina,20.1
14069,14069,Kartica,108.17
14070,14070,Kartica,107.26
14071,14071,Kartica,16.0
14072,14072,Kartica,43.7
14073,14073,Kartica,17.4
14074,14074,Kartica,90.57
14075,14075,Gotovina,33.97
14076,14076,Gotovina,17.8
14077,14077,Kartica,95.76
14078,14078,Kartica,34.9
14079,14079,Kartica,20.6
14080,14080,Kartica,24.1
14081,14081,Kartica,51.3
14082,14082,Kartica,5.5
14083,14083,Gotovina,57.5
14084,14084,Gotovina,1.8
14085,14085,Kartica,19.1
14086,14086,Gotovina,27.3
14087,14087,Kartica,51.1
14088,14088,Kartica,25.67
14089,14089,Kartica,33.9
14090,14090,Gotovina,38.9
14091,14091,Kartica,19.5
14092,14092,Kartica,125.25
14093,14093,Gotovina,30.6
14094,14094,Kartica,166.88
14095,14095,Gotovina,18.0
14096,14096,Kartica,9.2
14097,14097,Kartica,27.2
14098,14098,Kartica,167.86
14099,14099,Gotovina,8.5
14100,14100,Gotovina,37.75
14101,14101,Gotovina,63.6
14102,14102,Gotovina,66.28
14103,14103,Gotovina,11.0
14104,14104,Kartica,37.0
14105,14105,Gotovina,13.1
14106,14106,Gotovina,40.38
14107,14107,Gotovina,1.1
14108,14108,Gotovina,17.4
14109,14109,Gotovina,10.6
14110,14110,Gotovina,2.8
14111,14111,Gotovina,4.4
14112,14112,Gotovina,17.49
14113,14113,Gotovina,42.3
14114,14114,Kartica,27.96
14115,14115,Kartica,63.5
14116,14116,Kartica,64.19
14117,14117,Kartica,11.2
14118,14118,Kartica,11.0
14119,14119,Kartica,17.5
14120,14120,Gotovina,20.0
14121,14121,Gotovina,13.2
14122,14122,Kartica,18.4
14123,14123,Kartica,58.3
14124,14124,Kartica,41.4
14125,14125,Kartica,21.4
14126,14126,Gotovina,10.5
14127,14127,Gotovina,36.5
14128,14128,Kartica,25.2
14129,14129,Gotovina,59.57
14130,14130,Gotovina,37.8
14131,14131,Kartica,39.5
14132,14132,Kartica,8.4
14133,14133,Gotovina,4.0
14134,14134,Gotovina,25.8
14135,14135,Gotovina,12.6
14136,14136,Gotovina,72.6
14137,14137,Gotovina,117.85
14138,14138,Gotovina,9.99
14139,14139,Gotovina,173.56
14140,14140,Kartica,23.1
14141,14141,Kartica,124.45
14142,14142,Gotovina,4.2
14143,14143,Gotovina,7.8
14144,14144,Kartica,18.4
14145,14145,Kartica,78.25
14146,14146,Gotovina,2.2
14147,14147,Kartica,11.6
14148,14148,Gotovina,14.0
14149,14149,Gotovina,291.25
14150,14150,Kartica,8.4
14151,14151,Gotovina,31.0
14152,14152,Gotovina,10.0
14153,14153,Gotovina,24.5
14154,14154,Kartica,53.38
14155,14155,Kartica,177.56
14156,14156,Kartica,4.2
14157,14157,Gotovina,0.8
14158,14158,Gotovina,41.5
14159,14159,Kartica,27.5
14160,14160,Gotovina,74.06
14161,14161,Kartica,49.09
14162,14162,Kartica,8.4
14163,14163,Kartica,175.75
14164,14164,Gotovina,75.76
14165,14165,Gotovina,13.5
14166,14166,Gotovina,76.25
14167,14167,Gotovina,16.5
14168,14168,Kartica,39.6
14169,14169,Gotovina,35.39
14170,14170,Gotovina,41.8
14171,14171,Kartica,40.0
14172,14172,Kartica,39.1
14173,14173,Kartica,114.24
14174,14174,Gotovina,50.4
14175,14175,Gotovina,53.14
14176,14176,Gotovina,184.64
14177,14177,Kartica,53.19
14178,14178,Gotovina,43.2
14179,14179,Kartica,61.65
14180,14180,Kartica,57.26
14181,14181,Gotovina,27.9
14182,14182,Gotovina,16.5
14183,14183,Gotovina,52.7
14184,14184,Gotovina,15.5
14185,14185,Kartica,29.3
14186,14186,Kartica,19.5
14187,14187,Kartica,27.0
14188,14188,Kartica,148.89
14189,14189,Kartica,22.2
14190,14190,Kartica,35.5
14191,14191,Kartica,57.5
14192,14192,Gotovina,7.5
14193,14193,Kartica,24.0
14194,14194,Kartica,39.99
14195,14195,Kartica,71.05
14196,14196,Kartica,39.99
14197,14197,Gotovina,14.4
14198,14198,Gotovina,47.0
14199,14199,Gotovina,63.6
14200,14200,Kartica,6.0
14201,14201,Kartica,17.5
14202,14202,Gotovina,17.97
14203,14203,Gotovina,197.66
14204,14204,Gotovina,12.6
14205,14205,Kartica,37.7
14206,14206,Gotovina,1.1
14207,14207,Kartica,26.5
14208,14208,Kartica,33.97
14209,14209,Kartica,188.04
14210,14210,Gotovina,9.8
14211,14211,Kartica,79.7
14212,14212,Gotovina,20.49
14213,14213,Kartica,227.98
14214,14214,Kartica,93.65
14215,14215,Gotovina,24.89
14216,14216,Gotovina,11.8
14217,14217,Kartica,90.94
14218,14218,Kartica,40.6
14219,14219,Kartica,32.7
14220,14220,Kartica,51.0
14221,14221,Kartica,9.9
14222,14222,Kartica,19.8
14223,14223,Kartica,16.0
14224,14224,Gotovina,8.8
14225,14225,Gotovina,7.5
14226,14226,Kartica,21.6
14227,14227,Gotovina,35.5
14228,14228,Gotovina,27.8
14229,14229,Kartica,14.7
14230,14230,Gotovina,82.5
14231,14231,Kartica,83.8
14232,14232,Gotovina,23.4
14233,14233,Gotovina,76.4
14234,14234,Gotovina,4.5
14235,14235,Kartica,28.7
14236,14236,Gotovina,9.8
14237,14237,Gotovina,74.85
14238,14238,Kartica,20.5
14239,14239,Kartica,30.1
14240,14240,Gotovina,5.0
14241,14241,Gotovina,49.06
